Variable,Measure,COU,Country,Year,Value
Diseases of the digestive system,Number of total deaths,NOR,Norway,2006,1272
Diseases of the digestive system,Number of total deaths,NOR,Norway,2007,1230
Diseases of the digestive system,Number of total deaths,NOR,Norway,2008,1286
Diseases of the digestive system,Number of total deaths,NOR,Norway,2009,1292
Diseases of the digestive system,Number of total deaths,NOR,Norway,2010,1262
Diseases of the digestive system,Number of total deaths,NOR,Norway,2011,1282
Diseases of the digestive system,Number of total deaths,NOR,Norway,2012,1318
Diseases of the digestive system,Number of total deaths,NOR,Norway,2013,1205
Diseases of the digestive system,Number of total deaths,NOR,Norway,2014,1210
Diseases of the digestive system,Number of total deaths,NOR,Norway,2015,1271
External causes of mortality,Number of total deaths,NOR,Norway,1993,2435
External causes of mortality,Number of total deaths,NOR,Norway,1994,2245
External causes of mortality,Number of total deaths,NOR,Norway,1995,2274
External causes of mortality,Number of total deaths,NOR,Norway,1996,2259
External causes of mortality,Number of total deaths,NOR,Norway,1997,2335
External causes of mortality,Number of total deaths,NOR,Norway,1998,2324
External causes of mortality,Number of total deaths,NOR,Norway,1999,2481
External causes of mortality,Number of total deaths,NOR,Norway,2000,2368
External causes of mortality,Number of total deaths,NOR,Norway,2001,2289
External causes of mortality,Number of total deaths,NOR,Norway,2002,2287
External causes of mortality,Number of total deaths,NOR,Norway,2003,2462
External causes of mortality,Number of total deaths,NOR,Norway,2004,2555
External causes of mortality,Number of total deaths,NOR,Norway,2005,2410
External causes of mortality,Number of total deaths,NOR,Norway,2006,2403
External causes of mortality,Number of total deaths,NOR,Norway,2007,2386
External causes of mortality,Number of total deaths,NOR,Norway,2008,2455
External causes of mortality,Number of total deaths,NOR,Norway,2009,2596
External causes of mortality,Number of total deaths,NOR,Norway,2010,2527
External causes of mortality,Number of total deaths,NOR,Norway,2011,2607
External causes of mortality,Number of total deaths,NOR,Norway,2012,2424
External causes of mortality,Number of total deaths,NOR,Norway,2013,2560
External causes of mortality,Number of total deaths,NOR,Norway,2014,2575
External causes of mortality,Number of total deaths,NOR,Norway,2015,2434
Neoplasms,Number of total deaths,NOR,Norway,1993,10515
Neoplasms,Number of total deaths,NOR,Norway,1994,10637
Neoplasms,Number of total deaths,NOR,Norway,1995,10652
Neoplasms,Number of total deaths,NOR,Norway,1996,10960
Neoplasms,Number of total deaths,NOR,Norway,1997,10948
Neoplasms,Number of total deaths,NOR,Norway,1998,10552
Neoplasms,Number of total deaths,NOR,Norway,1999,10684
Neoplasms,Number of total deaths,NOR,Norway,2000,10712
Neoplasms,Number of total deaths,NOR,Norway,2001,10808
Neoplasms,Number of total deaths,NOR,Norway,2002,10901
Neoplasms,Number of total deaths,NOR,Norway,2003,10723
Neoplasms,Number of total deaths,NOR,Norway,2004,10738
Neoplasms,Number of total deaths,NOR,Norway,2005,10812
Neoplasms,Number of total deaths,NOR,Norway,2006,10690
Neoplasms,Number of total deaths,NOR,Norway,2007,10891
Neoplasms,Number of total deaths,NOR,Norway,2008,10886
Neoplasms,Number of total deaths,NOR,Norway,2009,10822
Neoplasms,Number of total deaths,NOR,Norway,2010,11163
Neoplasms,Number of total deaths,NOR,Norway,2011,11099
Neoplasms,Number of total deaths,NOR,Norway,2012,11062
Neoplasms,Number of total deaths,NOR,Norway,2013,10825
Neoplasms,Number of total deaths,NOR,Norway,2014,11088
Neoplasms,Number of total deaths,NOR,Norway,2015,11051
All causes of death,Number of total deaths,POL,Poland,1993,390874
All causes of death,Number of total deaths,POL,Poland,1994,386398
All causes of death,Number of total deaths,POL,Poland,1995,386084
All causes of death,Number of total deaths,POL,Poland,1996,385496
All causes of death,Number of total deaths,POL,Poland,1999,381415
All causes of death,Number of total deaths,POL,Poland,2000,368028
All causes of death,Number of total deaths,POL,Poland,2001,363220
All causes of death,Number of total deaths,POL,Poland,2002,359486
All causes of death,Number of total deaths,POL,Poland,2003,365230
All causes of death,Number of total deaths,POL,Poland,2004,363522
All causes of death,Number of total deaths,POL,Poland,2005,368285
All causes of death,Number of total deaths,POL,Poland,2006,369686
All causes of death,Number of total deaths,POL,Poland,2007,377226
All causes of death,Number of total deaths,POL,Poland,2008,379399
All causes of death,Number of total deaths,POL,Poland,2009,384940
All causes of death,Number of total deaths,POL,Poland,2010,378478
All causes of death,Number of total deaths,POL,Poland,2011,375501
All causes of death,Number of total deaths,POL,Poland,2012,384788
All causes of death,Number of total deaths,POL,Poland,2013,387312
All causes of death,Number of total deaths,POL,Poland,2014,376467
All causes of death,Number of total deaths,POL,Poland,2015,394921
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,1993,2767
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,1994,2618
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,1995,2456
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,1996,2294
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,1999,2283
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2000,2430
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2001,2313
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2002,2387
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2003,2392
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2004,2231
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2005,2316
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2006,2345
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2007,2274
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2008,2708
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2009,2783
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2010,2806
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2011,3091
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2012,2567
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2013,1963
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2014,1923
Certain infectious and parasitic diseases,Number of total deaths,POL,Poland,2015,1915
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,1993,662
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,1994,660
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,1995,678
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,1996,693
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,1999,598
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2000,549
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2001,572
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2002,584
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2003,544
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2004,577
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2005,583
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2006,463
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2007,488
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2008,435
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2009,426
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2010,398
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2011,325
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2012,280
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2013,300
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2014,212
Diseases of the blood and blood-forming organs,Number of total deaths,POL,Poland,2015,201
Diabetes mellitus,Number of total deaths,POL,Poland,1993,5733
Diabetes mellitus,Number of total deaths,POL,Poland,1994,5468
Diabetes mellitus,Number of total deaths,POL,Poland,1995,5030
Diabetes mellitus,Number of total deaths,POL,Poland,1996,5069
Diabetes mellitus,Number of total deaths,POL,Poland,1999,5331
Diabetes mellitus,Number of total deaths,POL,Poland,2000,5190
Diabetes mellitus,Number of total deaths,POL,Poland,2001,5060
Diabetes mellitus,Number of total deaths,POL,Poland,2002,5126
Diabetes mellitus,Number of total deaths,POL,Poland,2003,5226
Diabetes mellitus,Number of total deaths,POL,Poland,2004,5078
Diabetes mellitus,Number of total deaths,POL,Poland,2005,5447
Diabetes mellitus,Number of total deaths,POL,Poland,2006,6014
Diabetes mellitus,Number of total deaths,POL,Poland,2007,6359
Diabetes mellitus,Number of total deaths,POL,Poland,2008,6599
Diabetes mellitus,Number of total deaths,POL,Poland,2009,6761
Diabetes mellitus,Number of total deaths,POL,Poland,2010,6512
Diabetes mellitus,Number of total deaths,POL,Poland,2011,6766
Diabetes mellitus,Number of total deaths,POL,Poland,2012,7129
Diabetes mellitus,Number of total deaths,POL,Poland,2013,7441
Diabetes mellitus,Number of total deaths,POL,Poland,2014,6786
Diabetes mellitus,Number of total deaths,POL,Poland,2015,8249
Mental and behavioural disorders,Number of total deaths,POL,Poland,1993,1664
Mental and behavioural disorders,Number of total deaths,POL,Poland,1994,1839
Mental and behavioural disorders,Number of total deaths,POL,Poland,1995,2262
Mental and behavioural disorders,Number of total deaths,POL,Poland,1996,2021
Mental and behavioural disorders,Number of total deaths,POL,Poland,1999,1839
Mental and behavioural disorders,Number of total deaths,POL,Poland,2000,1541
Mental and behavioural disorders,Number of total deaths,POL,Poland,2001,1594
Mental and behavioural disorders,Number of total deaths,POL,Poland,2002,1485
Mental and behavioural disorders,Number of total deaths,POL,Poland,2003,1705
Mental and behavioural disorders,Number of total deaths,POL,Poland,2004,1811
Mental and behavioural disorders,Number of total deaths,POL,Poland,2005,1811
Mental and behavioural disorders,Number of total deaths,POL,Poland,2006,1962
Mental and behavioural disorders,Number of total deaths,POL,Poland,2007,2156
Mental and behavioural disorders,Number of total deaths,POL,Poland,2008,2067
Mental and behavioural disorders,Number of total deaths,POL,Poland,2009,1747
Mental and behavioural disorders,Number of total deaths,POL,Poland,2010,1583
Mental and behavioural disorders,Number of total deaths,POL,Poland,2011,1800
Mental and behavioural disorders,Number of total deaths,POL,Poland,2012,1697
Mental and behavioural disorders,Number of total deaths,POL,Poland,2013,1531
Mental and behavioural disorders,Number of total deaths,POL,Poland,2014,1490
Mental and behavioural disorders,Number of total deaths,POL,Poland,2015,2218
Diseases of the nervous system,Number of total deaths,POL,Poland,1993,3118
Diseases of the nervous system,Number of total deaths,POL,Poland,1994,3038
Diseases of the nervous system,Number of total deaths,POL,Poland,1995,3131
Diseases of the nervous system,Number of total deaths,POL,Poland,1996,3134
Diseases of the nervous system,Number of total deaths,POL,Poland,1999,3621
Diseases of the nervous system,Number of total deaths,POL,Poland,2000,3611
Diseases of the nervous system,Number of total deaths,POL,Poland,2001,3861
Diseases of the nervous system,Number of total deaths,POL,Poland,2002,3943
Diseases of the nervous system,Number of total deaths,POL,Poland,2003,3954
Diseases of the nervous system,Number of total deaths,POL,Poland,2004,4211
Diseases of the nervous system,Number of total deaths,POL,Poland,2005,4837
Diseases of the nervous system,Number of total deaths,POL,Poland,2006,4829
Diseases of the nervous system,Number of total deaths,POL,Poland,2007,4884
Diseases of the nervous system,Number of total deaths,POL,Poland,2008,4955
Diseases of the nervous system,Number of total deaths,POL,Poland,2009,5171
Diseases of the nervous system,Number of total deaths,POL,Poland,2010,5133
Diseases of the nervous system,Number of total deaths,POL,Poland,2011,5393
Diseases of the nervous system,Number of total deaths,POL,Poland,2012,5748
Diseases of the nervous system,Number of total deaths,POL,Poland,2013,5780
Diseases of the nervous system,Number of total deaths,POL,Poland,2014,5193
Diseases of the nervous system,Number of total deaths,POL,Poland,2015,5441
Diseases of the circulatory system,Number of total deaths,POL,Poland,1993,203739
Diseases of the circulatory system,Number of total deaths,POL,Poland,1994,197603
Diseases of the circulatory system,Number of total deaths,POL,Poland,1995,194710
Diseases of the circulatory system,Number of total deaths,POL,Poland,1996,194326
Diseases of the circulatory system,Number of total deaths,POL,Poland,1999,181477
Diseases of the circulatory system,Number of total deaths,POL,Poland,2000,175407
Diseases of the circulatory system,Number of total deaths,POL,Poland,2001,173809
Diseases of the circulatory system,Number of total deaths,POL,Poland,2002,169299
Diseases of the circulatory system,Number of total deaths,POL,Poland,2003,172292
Diseases of the circulatory system,Number of total deaths,POL,Poland,2004,168674
Diseases of the circulatory system,Number of total deaths,POL,Poland,2005,168227
Diseases of the circulatory system,Number of total deaths,POL,Poland,2006,168532
Diseases of the circulatory system,Number of total deaths,POL,Poland,2007,171372
Diseases of the circulatory system,Number of total deaths,POL,Poland,2008,172943
Diseases of the circulatory system,Number of total deaths,POL,Poland,2009,177965
Diseases of the circulatory system,Number of total deaths,POL,Poland,2010,174003
Diseases of the circulatory system,Number of total deaths,POL,Poland,2011,169872
Diseases of the circulatory system,Number of total deaths,POL,Poland,2012,177578
Diseases of the circulatory system,Number of total deaths,POL,Poland,2013,177428
Diseases of the circulatory system,Number of total deaths,POL,Poland,2014,169734
Diseases of the circulatory system,Number of total deaths,POL,Poland,2015,180343
Diseases of the respiratory system,Number of total deaths,POL,Poland,1993,13785
Diseases of the respiratory system,Number of total deaths,POL,Poland,1994,12623
Diseases of the respiratory system,Number of total deaths,POL,Poland,1995,13232
Diseases of the respiratory system,Number of total deaths,POL,Poland,1996,14286
Diseases of the respiratory system,Number of total deaths,POL,Poland,1999,17923
Diseases of the respiratory system,Number of total deaths,POL,Poland,2000,18310
Diseases of the respiratory system,Number of total deaths,POL,Poland,2001,15758
Diseases of the respiratory system,Number of total deaths,POL,Poland,2002,15537
Diseases of the respiratory system,Number of total deaths,POL,Poland,2003,17330
Diseases of the respiratory system,Number of total deaths,POL,Poland,2004,16870
Diseases of the respiratory system,Number of total deaths,POL,Poland,2005,18547
Diseases of the respiratory system,Number of total deaths,POL,Poland,2006,18467
Diseases of the respiratory system,Number of total deaths,POL,Poland,2007,19422
Diseases of the respiratory system,Number of total deaths,POL,Poland,2008,19297
Diseases of the respiratory system,Number of total deaths,POL,Poland,2009,20652
Diseases of the respiratory system,Number of total deaths,POL,Poland,2010,19333
Diseases of the respiratory system,Number of total deaths,POL,Poland,2011,19976
Diseases of the respiratory system,Number of total deaths,POL,Poland,2012,20148
Diseases of the respiratory system,Number of total deaths,POL,Poland,2013,22947
Diseases of the respiratory system,Number of total deaths,POL,Poland,2014,20371
Diseases of the respiratory system,Number of total deaths,POL,Poland,2015,24279
Diseases of the digestive system,Number of total deaths,POL,Poland,1993,12428
Diseases of the digestive system,Number of total deaths,POL,Poland,1994,12633
Diseases of the digestive system,Number of total deaths,POL,Poland,1995,12729
Diseases of the digestive system,Number of total deaths,POL,Poland,1996,12521
Diseases of the digestive system,Number of total deaths,POL,Poland,1999,14556
Diseases of the digestive system,Number of total deaths,POL,Poland,2000,14653
Diseases of the digestive system,Number of total deaths,POL,Poland,2001,14556
Diseases of the digestive system,Number of total deaths,POL,Poland,2002,14772
Diseases of the digestive system,Number of total deaths,POL,Poland,2003,14923
Diseases of the digestive system,Number of total deaths,POL,Poland,2004,15658
Diseases of the digestive system,Number of total deaths,POL,Poland,2005,16526
Diseases of the digestive system,Number of total deaths,POL,Poland,2006,16291
Diseases of the digestive system,Number of total deaths,POL,Poland,2007,16755
Diseases of the digestive system,Number of total deaths,POL,Poland,2008,17079
Diseases of the digestive system,Number of total deaths,POL,Poland,2009,16791
Diseases of the digestive system,Number of total deaths,POL,Poland,2010,16235
Diseases of the digestive system,Number of total deaths,POL,Poland,2011,16434
Diseases of the digestive system,Number of total deaths,POL,Poland,2012,16563
Diseases of the digestive system,Number of total deaths,POL,Poland,2013,16548
Diseases of the digestive system,Number of total deaths,POL,Poland,2014,15398
Diseases of the digestive system,Number of total deaths,POL,Poland,2015,14758
External causes of mortality,Number of total deaths,POL,Poland,1993,28066
External causes of mortality,Number of total deaths,POL,Poland,1994,29056
External causes of mortality,Number of total deaths,POL,Poland,1995,28768
External causes of mortality,Number of total deaths,POL,Poland,1996,27222
External causes of mortality,Number of total deaths,POL,Poland,1999,27348
External causes of mortality,Number of total deaths,POL,Poland,2000,25763
External causes of mortality,Number of total deaths,POL,Poland,2001,25043
External causes of mortality,Number of total deaths,POL,Poland,2002,25388
External causes of mortality,Number of total deaths,POL,Poland,2003,24811
External causes of mortality,Number of total deaths,POL,Poland,2004,24966
External causes of mortality,Number of total deaths,POL,Poland,2005,25363
External causes of mortality,Number of total deaths,POL,Poland,2006,25193
External causes of mortality,Number of total deaths,POL,Poland,2007,24751
External causes of mortality,Number of total deaths,POL,Poland,2008,25363
External causes of mortality,Number of total deaths,POL,Poland,2009,24297
External causes of mortality,Number of total deaths,POL,Poland,2010,23828
External causes of mortality,Number of total deaths,POL,Poland,2011,23784
External causes of mortality,Number of total deaths,POL,Poland,2012,23580
External causes of mortality,Number of total deaths,POL,Poland,2013,22453
External causes of mortality,Number of total deaths,POL,Poland,2014,21400
External causes of mortality,Number of total deaths,POL,Poland,2015,19827
Neoplasms,Number of total deaths,POL,Poland,1993,76692
Neoplasms,Number of total deaths,POL,Poland,1994,77490
Neoplasms,Number of total deaths,POL,Poland,1995,79183
Neoplasms,Number of total deaths,POL,Poland,1996,79858
Neoplasms,Number of total deaths,POL,Poland,1999,83536
Neoplasms,Number of total deaths,POL,Poland,2000,86272
Neoplasms,Number of total deaths,POL,Poland,2001,88234
Neoplasms,Number of total deaths,POL,Poland,2002,89771
Neoplasms,Number of total deaths,POL,Poland,2003,90641
Neoplasms,Number of total deaths,POL,Poland,2004,91809
Neoplasms,Number of total deaths,POL,Poland,2005,92365
Neoplasms,Number of total deaths,POL,Poland,2006,93933
Neoplasms,Number of total deaths,POL,Poland,2007,95809
Neoplasms,Number of total deaths,POL,Poland,2008,95520
Neoplasms,Number of total deaths,POL,Poland,2009,96157
Neoplasms,Number of total deaths,POL,Poland,2010,96073
Neoplasms,Number of total deaths,POL,Poland,2011,96013
Neoplasms,Number of total deaths,POL,Poland,2012,98757
Neoplasms,Number of total deaths,POL,Poland,2013,98937
Neoplasms,Number of total deaths,POL,Poland,2014,100329
Neoplasms,Number of total deaths,POL,Poland,2015,105474
All causes of death,Number of total deaths,PRT,Portugal,1993,106384
All causes of death,Number of total deaths,PRT,Portugal,1994,99621
All causes of death,Number of total deaths,PRT,Portugal,1995,103939
All causes of death,Number of total deaths,PRT,Portugal,1996,107259
All causes of death,Number of total deaths,PRT,Portugal,1997,105157
All causes of death,Number of total deaths,PRT,Portugal,1998,106574
All causes of death,Number of total deaths,PRT,Portugal,1999,108268
All causes of death,Number of total deaths,PRT,Portugal,2000,105813
All causes of death,Number of total deaths,PRT,Portugal,2001,105582
All causes of death,Number of total deaths,PRT,Portugal,2002,106690
All causes of death,Number of total deaths,PRT,Portugal,2003,109148
All causes of death,Number of total deaths,PRT,Portugal,2007,103888
All causes of death,Number of total deaths,PRT,Portugal,2008,104768
All causes of death,Number of total deaths,PRT,Portugal,2009,104964
All causes of death,Number of total deaths,PRT,Portugal,2010,106241
All causes of death,Number of total deaths,PRT,Portugal,2011,103200
All causes of death,Number of total deaths,PRT,Portugal,2012,107969
All causes of death,Number of total deaths,PRT,Portugal,2013,106875
All causes of death,Number of total deaths,PRT,Portugal,2014,105219
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1993,1466
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1994,1491
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1995,1959
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1996,2247
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1997,2194
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1998,2219
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,1999,2413
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2000,2325
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2001,2065
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2002,2041
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2003,2365
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2007,2462
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2008,2652
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2009,2621
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2010,2667
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2011,2276
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2012,2351
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2013,2438
Certain infectious and parasitic diseases,Number of total deaths,PRT,Portugal,2014,2220
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1993,234
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1994,248
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1995,261
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1996,211
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1997,223
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1998,254
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,1999,230
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2000,192
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2001,223
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2002,224
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2003,255
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2007,307
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2008,357
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2009,341
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2010,373
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2011,418
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2012,464
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2013,456
Diseases of the blood and blood-forming organs,Number of total deaths,PRT,Portugal,2014,467
Diabetes mellitus,Number of total deaths,PRT,Portugal,1993,3316
Diabetes mellitus,Number of total deaths,PRT,Portugal,1994,3127
Diabetes mellitus,Number of total deaths,PRT,Portugal,1995,3076
Diabetes mellitus,Number of total deaths,PRT,Portugal,1996,3005
Diabetes mellitus,Number of total deaths,PRT,Portugal,1997,3188
Diabetes mellitus,Number of total deaths,PRT,Portugal,1998,3387
Diabetes mellitus,Number of total deaths,PRT,Portugal,1999,3385
Diabetes mellitus,Number of total deaths,PRT,Portugal,2000,3138
Diabetes mellitus,Number of total deaths,PRT,Portugal,2001,3962
Diabetes mellitus,Number of total deaths,PRT,Portugal,2002,4447
Diabetes mellitus,Number of total deaths,PRT,Portugal,2003,4551
Diabetes mellitus,Number of total deaths,PRT,Portugal,2007,4395
Diabetes mellitus,Number of total deaths,PRT,Portugal,2008,4278
Diabetes mellitus,Number of total deaths,PRT,Portugal,2009,4614
Diabetes mellitus,Number of total deaths,PRT,Portugal,2010,4748
Diabetes mellitus,Number of total deaths,PRT,Portugal,2011,4545
Diabetes mellitus,Number of total deaths,PRT,Portugal,2012,4875
Diabetes mellitus,Number of total deaths,PRT,Portugal,2013,4548
Diabetes mellitus,Number of total deaths,PRT,Portugal,2014,4275
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1993,381
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1994,316
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1995,392
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1996,438
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1997,435
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1998,401
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,1999,397
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2000,349
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2001,463
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2002,682
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2003,576
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2007,177
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2008,206
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2009,212
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2010,223
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2011,181
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2012,182
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2013,2223
Mental and behavioural disorders,Number of total deaths,PRT,Portugal,2014,2639
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1993,964
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1994,930
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1995,996
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1996,1093
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1997,1149
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1998,1172
Diseases of the nervous system,Number of total deaths,PRT,Portugal,1999,1450
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2000,1507
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2001,1774
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2002,2023
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2003,2453
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2007,2623
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2008,2693
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2009,2897
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2010,3112
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2011,3107
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2012,3401
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2013,3541
Diseases of the nervous system,Number of total deaths,PRT,Portugal,2014,3558
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1993,46331
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1994,42698
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1995,43523
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1996,44687
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1997,42196
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1998,42526
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,1999,41998
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2000,40994
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2001,40743
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2002,41001
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2003,41035
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2007,34255
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2008,33811
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2009,33472
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2010,33780
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2011,31670
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2012,32859
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2013,31528
Diseases of the circulatory system,Number of total deaths,PRT,Portugal,2014,32286
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1993,7789
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1994,7077
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1995,7955
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1996,8570
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1997,9120
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1998,9458
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,1999,11254
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2000,10279
Diseases of the respiratory system,Number of total deaths,PRT,Portugal,2001,8976
