"SUB","Subject","LOCATION","Country","YEA","Year","Value","Flag Codes","Flags"
"EVOPOP_T1","Population levels","POL","Poland","2016","2016",37988.19,,
"EVOPOP_T1","Population levels","POL","Poland","2017","2017",37957.27,,
"EVOPOP_T1","Population levels","POL","Poland","2018","2018",37920.31,,
"EVOPOP_T1","Population levels","BRA","Brazil","1993","1993",153985.6,,
"EVOPOP_T1","Population levels","BRA","Brazil","1994","1994",156431,,
"EVOPOP_T1","Population levels","BRA","Brazil","1995","1995",158875,,
"EVOPOP_T1","Population levels","BRA","Brazil","1996","1996",161323.2,,
"EVOPOP_T1","Population levels","BRA","Brazil","1997","1997",163779.8,,
"EVOPOP_T1","Population levels","BRA","Brazil","1998","1998",166252.1,,
"EVOPOP_T1","Population levels","BRA","Brazil","1999","1999",168753.5,,
"EVOPOP_T1","Population levels","BRA","Brazil","2000","2000",171279.9,,
"EVOPOP_T1","Population levels","BRA","Brazil","2001","2001",173808,,
"EVOPOP_T1","Population levels","BRA","Brazil","2002","2002",176303.9,,
"EVOPOP_T1","Population levels","BRA","Brazil","2003","2003",178741.4,,
"EVOPOP_T1","Population levels","BRA","Brazil","2004","2004",181105.6,,
"EVOPOP_T1","Population levels","BRA","Brazil","2005","2005",183383.2,,
"EVOPOP_T1","Population levels","BRA","Brazil","2006","2006",185564.2,,
"EVOPOP_T1","Population levels","BRA","Brazil","2007","2007",187641.7,,
"EVOPOP_T1","Population levels","BRA","Brazil","2008","2008",189612.8,,
"EVOPOP_T1","Population levels","BRA","Brazil","2009","2009",191480.6,,
"EVOPOP_T1","Population levels","BRA","Brazil","2010","2010",193252.6,,
"EVOPOP_T1","Population levels","BRA","Brazil","2011","2011",194932.7,,
"EVOPOP_T1","Population levels","BRA","Brazil","2012","2012",196526.3,,
"EVOPOP_T1","Population levels","BRA","Brazil","2013","2013",198043.3,,
"EVOPOP_T1","Population levels","BRA","Brazil","2014","2014",199492.4,,
"EVOPOP_T1","Population levels","BRA","Brazil","2015","2015",200881.7,,
"EVOPOP_T1","Population levels","BRA","Brazil","2016","2016",202219.1,,
"EVOPOP_T1","Population levels","BRA","Brazil","2017","2017",203510.4,,
"EVOPOP_T1","Population levels","BRA","Brazil","2018","2018",204760,,
"EVOPOP_T1","Population levels","WLD","World","1993","1993",5561744,,
"EVOPOP_T1","Population levels","WLD","World","1994","1994",5644416,,
"EVOPOP_T1","Population levels","WLD","World","1995","1995",5726240,,
"EVOPOP_T1","Population levels","WLD","World","1996","1996",5807212,,
"EVOPOP_T1","Population levels","WLD","World","1997","1997",5887260,,
"EVOPOP_T1","Population levels","WLD","World","1998","1998",5966465,,
"EVOPOP_T1","Population levels","WLD","World","1999","1999",6044932,,
"EVOPOP_T1","Population levels","WLD","World","2000","2000",6122770,,
"EVOPOP_T1","Population levels","WLD","World","2001","2001",6200003,,
"EVOPOP_T1","Population levels","WLD","World","2002","2002",6276722,,
"EVOPOP_T1","Population levels","WLD","World","2003","2003",6353196,,
"EVOPOP_T1","Population levels","WLD","World","2004","2004",6429758,,
"EVOPOP_T1","Population levels","WLD","World","2005","2005",6506649,,
"EVOPOP_T1","Population levels","WLD","World","2006","2006",6583959,,
"EVOPOP_T1","Population levels","WLD","World","2007","2007",6661638,,
"EVOPOP_T1","Population levels","WLD","World","2008","2008",6739611,,
"EVOPOP_T1","Population levels","WLD","World","2009","2009",6817737,,
"EVOPOP_T1","Population levels","WLD","World","2010","2010",6895889,,
"EVOPOP_T1","Population levels","WLD","World","2011","2011",6975114,,
"EVOPOP_T1","Population levels","WLD","World","2012","2012",7052958,,
"EVOPOP_T1","Population levels","WLD","World","2013","2013",7130096,,
"EVOPOP_T1","Population levels","WLD","World","2014","2014",7207241,,
"EVOPOP_T1","Population levels","WLD","World","2015","2015",7284296,,
"EVOPOP_T1","Population levels","WLD","World","2016","2016",7359238,,
"EVOPOP_T1","Population levels","WLD","World","2017","2017",7434213,,
"EVOPOP_T1","Population levels","WLD","World","2018","2018",7509016,,
